NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
BRICOL,"Se localiza a 5.5 km al Noreste del campo Bellota, se ubica geograficamente en el estado de Tabasco a 12 km al suroeste del municipio de Comalcalco",Tabasco,,,66.5,Cuencas del Sureste,2009,,Productor,,PEMEX,,,6484,6481,,,26.93,37.66,Expansion roca-fluido,17.55,22.97,4.58,6.13,0.75,57,,,,,"Agujero descubierto, agujero entubado",13,6,,,,2,2,3,,,BN,
BRILLANTE,"Se ubica a 17 km al este de Coatzacoalcos, Veracruz",Veracruz,18.15873275,-94.25434476,17,Cuencas del Sureste,2010,,Productor,A-0051-M - Campo Brillante,PEMEX,,1,1725,1720,,,8.58,6.78,Expansion de gas,8.150943396,8.330856043,1.139784946,1.531346482,0.632379793,,Inyeccion de agua,,,,Agujero entubado,22,6,0,,,0,15,0,,,"BM, BN",
CACHO LOPEZ,Se localiza a 15 km al suroeste de la ciudad de Reforma,Chiapas,,,6.17,Cuencas del Sureste,1976,,Cerrado,-,PEMEX,,,,,,,2.34,14.02,,3.34,17.49,0,0,0,,,,,,Agujero entubado,4,0,0,0,0,0,2,2,,,,
CACTUS,"Se localiza a 35 km al suroeste de la ciudad de Villahermosa, Tabasco y en las inmediaciones de la ciudad de Reforma, Chiapas",Tabasco,17.87759535,-93.17663655,73.7,Cuencas del Sureste,1978,,Productor,A-0057-M - Campo Cactus,PEMEX,2036,1,4700,3920,,,340.98,672.25,Expansion roca-fluido,129.9,263.2,2.849,7.237,1.287,80,Inyeccion de gas,,,,Agujero entubado,92,15,3,0,0,10,31,33,,,"BN, BN MTC",
CAFETO,"Se ubica a 15 km al suroeste de Ciudad PEMEX, Tabasco.",Tabasco,17.90239772,-92.55920511,2.9,Cuencas del Sureste,1958,,Productor,CNH-R02-L03-CS-01/2017,"Jaguar Exploracion y Produccion 2.3, S.A.P.I. de C.V.",2047,,,,,,1.56,12.66,,1200,34,69,0.6,75,,,,,,Agujero revestido,15,1,,,,1,,11,,,,
CALICANTO,"Se ubica en el municipio de Huimanguillo, Tabasco, a 35 km al noroeste de la cabecera municipal.",Tabasco,17.88192332,-93.71571392,,Cuencas del Sureste,2013,,Cerrado,CNH-R01-L03-A4/2015,"Calicanto Oil & Gas, S.A.P.I. de C.V.",2041,,,,,,0.04,0.09,,0.402515723,0.780454138,,,,,,,,,,1,,,,,1,,,,,,
CANTEMOC,Se localiza 35 km al noreste de Ciudad PEMEX,Tabasco,18.13651712,-92.30279407,18.1,Cuencas del Sureste,1953,1.8,Cerrado,-,PEMEX,,,,,,,,24.25,,,9.9,,0,0,,,,,,Agujero descubierto,10,0,0,0,0,0,4,6,,,,
CAPARROSO ESCUINTLE PIJIJE,Se localiza a 26 km al suroeste del puerto de Frontera,Tabasco,18.34651374,-92.8091063,67,Cuencas del Sureste,1982,,Productor,"AE-0059-3M-Mezcalapa-09, A-0061-Campo Caparroso-Pijije-Escuintle",PEMEX,2034,1,5590,4650,,,234,658.9,"Acuifero activo, Expansion roca-fluido",69.06,165,7.787,22,7.252,,,,,,"Agujero descubierto, agujero entubado",58,16,2,0,2,1,15,22,15,,,
CARACOLILLO,Se localiza a 47 km al oeste de la ciudad de Comalcalco,Tabasco,,,1.42,Cuencas del Sureste,1967,,Cerrado,-,PETROFAC,2029,1,3062,3027,,,3.97,5.4,Expansion roca-fluido,2.2,,0,0,0,0,,,,,Agujero descubierto,11,,,,,,1,10,,,,
CARDENAS,Se encuentra a 55 km al norte de Villahermosa.,Tabasco,,,82.7,Cuencas del Sureste,,,Productor,,"Petrolera Cardenas Mora, S.A.P.I. de C.V",,,5850,5580,5475,5475,464.85,988.66,"Expansion roca-fluido, Acuifero activo, Acuifero de mediana energia",156.4,290.45,4.44,15.2,2.33,62,,,,,Agujero entubado,89,8,,,,,,,,,BN,
CARMITO,"Se ubica a 25 km del sureste de Reforma, Chiapas.","Chiapas, Tabasco",,,21.2,Cuencas del Sureste,1980,,Cerrado,,PEMEX,,,,,,,,,Expansion de casquete de gas,9.1,133,0,0,0,,,,,,Agujero entubado,14,0,0,0,0,0,10,4,,,,
CARRIZO,Se ubica a 8 km al oeste de la ciudad de Villahermosa,Tabasco,18.00073083,-93.00017707,13.01,Cuencas del Sureste,1962,,Cerrado,A-0384-M - Carrizo,PEMEX,2034,,,,,,14.862,9.602,"Expansion roca-fluido, Empuje hidraulico",5.68,2.83,,,,,Inyeccion de vapor a nivel terciario,,,,Agujero entubado,43,,,,,28,15,13,,,,
CASTARRICAL,Se localiza a 16 km al noroeste de la ciudad de Comalcalco,Tabasco,18.38914289,-93.31025786,28,Cuencas del Sureste,1967,,Productor,A-0067-M - Campo Castarrical,PEMEX,2029,2,,,,,46.59,48.56,Expansion roca-fluido,13.63,13.17,0.22,0.46,0.06,0,Inyeccion de agua,,,,Agujero entubado,75,3,,,,20,7,45,,,BN,
CATEDRAL,"Se ubica a 76 km al suroeste del municipio de Villahermosa, Tabasco.",Tabasco,17.422695,-93.34068122,6.8,Cuencas del Sureste,1991,,Productor,CNH-R01-L03-A06/2015,"Diavaz Offshore, S.A.P.I. de C.V.",2041,,,,,,19.9,500.15,,7.95,159.8,0.025,159.8,,,,,,,Agujero entubado,20,,,,,,,,,,,
CERRO NANCHITAL,"Se ubica a 70 km del sureste de la ciudad de Minatitlan, Veracruz",Veracruz,17.50249703,-94.16587772,58.4,Cuencas del Sureste,1960,,Productor,A-0075-M - Campo Cerro Nanchital,PEMEX,,1,1870,,,,22.07,3.64,Acuifero activo,6.970113,1.127341,0.106918239,0.02853539,0.163522013,,,,,,Agujero entubado,18,3,1,,,0,7,6,,,BM,
CHAMIGUA,"Se ubica 60 km al Oeste de Huimanguillo, Tabasco",Tabasco,,,,Cuencas del Sureste,1953,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,
CHIAPAS-COPANO,"Se localiza a 70 km al suroeste de la ciudad de Villahermosa, Tabasco","Chiapas, Tabasco",17.56748806,-93.39988745,19.2,Cuencas del Sureste,1978,,Productor,A-0083-M - Campo Chiapas-Copano,PEMEX,2036,1,,,3800,3700,143.61,1401.16,"Expansion roca-fluido, Empuje hidraulico",24,220,1.721,4.856,2.541,84,,,,,Agujero entubado,28,9,0,0,0,3,0,9,,,BN MTC,
CHICOZAPOTE,"Se ubica a 41 km al noreste de la Ciudad de Coatzacoalcos, en el municipio de Cardenas",Tabasco,,,,Cuencas del Sureste,1981,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,,,,
CHILAPILLA,Se ubica a 5 km al norte de Ciudad PEMEX,Tabasco,17.93902519,-92.51257633,26.4,Cuencas del Sureste,1956,,Productor,A-0086-M - Campo Chilapilla,PEMEX,2036,1,,,3080,,0,1338.61,Expansion de gas,243,,,4.2,,,,,,,Agujero entubado,62,12,0,0,0,1,0,37,,,,
CHINAL,"Se ubica a 11.5 km al noroeste de Jonuta, Tabasco.",Tabasco,,,0.2,Cuencas del Sureste,1970,,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
CHINCHORRO,Se localiza a 40 km al Noroeste de la ciudad de Villahermosa ,Tabasco,,,26.7,Cuencas del Sureste,,,Productor,,PEMEX,,,5298,5298,5298,5150,85.37,96.97,Gas en solucion,16.34,12.36,2.56,5.51,0.03,39,,,,,Agujero entubado,12,4,,,,2,,6,,,BN,
CHINTUL,"Se ubica a 61 km al sureste de Ciudad Cardenas ,Tabasco.",Chiapas,,,0.3,Cuencas del Sureste,1991,,Abandonado,,PEMEX,,,,,,,0.01,0.009,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
CHIPILIN,Se localiza 24 Km al suroeste del municipio de Comalcalco,Tabasco,,,9.48,Cuencas del Sureste,,,Productor,,PEMEX,,,6061,5787,,,23.99,41.64,"Expansion roca-fluido, Acuifero activo",5.88,8.61,0.53,1.93,1.15,42,,,,,"Agujero descubierto, agujero entubado",5,1,,,,1,,3,,,BN,
CHIRIMOYO,Se localiza a 96 km al suroeste de la ciudad de Villahermosa.,Chiapas,,,13.7,Cuencas del Sureste,1986,,Cerrado,-,PEMEX,,1,5800,,,,2.42,43.98,Expansion roca-fluido,1.43,28,0,0,,,,,,,Agujero entubado,9,0,0,0,0,0,1,8,,,,
CINCO PRESIDENTES,"Se localiza a 50 km al noreste del puerto de Coatzacoalcos, Veracruz",Tabasco,18.18058875,-94.00712633,122,Cuencas del Sureste,1960,,Productor,A-0092-M - Campo Cinco Presidentes,PEMEX,,2,2660,2650,,,330.38,458.37,Acuifero activo,66.28,108.48,5.066139176,10.14863558,1.722458917,,Inyeccion de agua,,,,Agujero entubado,403,31,10,,,4,36,244,,,BN,
COBO,Se localiza a 44 km al noreste de Ciudad PEMEX,Tabasco,18.06774862,-92.30476853,23.1,Cuencas del Sureste,1959,0.6,Productor,A-0095 - Campo Cobo,PEMEX,2034,2,,,2007,,0,108.63,"Expansion de gas, Expansion roca-fluido",,37.47,0,6.158,0,,,,,,Agujero entubado,22,2,0,0,0,6,0,11,,,,
COBRA,Se localiza a 30 km al Oeste de la ciudad de Villahermosa,Tabasco,,,23.41,Cuencas del Sureste,,,Productor,,PEMEX,,,,,,,0.66,4.21,Expansion roca-fluido,1.65,11.5,0,0,0,0,,,,,Agujero entubado,2,,,,,,,,,,,
COMOAPA,Se localiza a 25 km al suroeste de la ciudad de Reforma en el estado de Chiapas,Chiapas,17.70583858,-93.29301568,22.9,Cuencas del Sureste,1979,,Productor,A-0099-M - Campo Comoapa,PEMEX,2036,1,4390,4306,,,45.14,97.23,Expansion roca-fluido e hidraulico,11.7,20,1.322,2.215,1.248,25,,,,,Agujero entubado,13,4,0,0,0,0,0,6,,,BN MTC,
CONCEPCION,"Se ubica 22 km al S 55 E de la Ciudad de Minatitlan, en el municipio de Minatitlan",Veracruz,,,2.47,Cuencas del Sureste,1926,,Cerrado,,PEMEX,,,,,,,7.38,13.05,,3.0399,3.096025,,,,,,,,,,68,,,,,,,60,,,,
COSTERO,"Se localiza a 17 km al noreste de frontera, Tabasco",Tabasco,18.63171461,-92.50967382,2.7,Cuencas del Sureste,1992,5600,Productor,A-0104 - Campo Costero,PEMEX,2036,1,,5679,5830,5780,59,519.9,"Acuifero activo, Expansion roca-fluido",23.1,172,3.517,68.15,2.048,35,,,,,Agujero entubado,20,10,1,0,0,5,2,2,,,,
CUICHAPA PONIENTE,"Se ubica a 35 km al sureste de la ciudad de Minatitlan, Veracruz",Veracruz,17.94166483,-94.28369352,26.56,Cuencas del Sureste,1935,,Productor,-,"Servicios de Extraccion Petrolera Lifting de Mexico, S.A. de C.V.",,,,,,,160.63,315.45,"Acuifero activo, Expansion de gas, Expansion roca-fluido",46.813,,0.49,1.4,,,,,,,Agujero entubado,253,19,7,,,0,0,0,,,,
CUNDUACAN,Se localiza a 17 km al noroeste de la ciudad de Villahermosa,Tabasco,18.07428752,-93.1048988,59.3,Cuencas del Sureste,1974,,Productor,A-0114-M - Campo Cunduacan,PEMEX,2034,1,4800,3950,2985,3806,579,952,Expansion roca-fluido - Gas disuelto ,218.9,214.63,2.674,37.749,2.153,50,,,,,"Agujero descubierto, agujero entubado",77,12,2,,,2,29,32,28,,"BN, FL",
CUPACHE,localizado a 12 km al Sureste de la Ciudad de Comalcalco,Tabasco,,,5.12,Cuencas del Sureste,2009,,Productor,,PEMEX,,,,,,,0.94,2.72,Expansion roca-fluido,1.31,1.47,0.02,0.04,0,17,,,,,Agujero entubado,2,1,,,,,,,,,,
DORADO,,Tabasco,,,,Cuencas del Sureste,,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,Agujero entubado,7,,,,,,,,,,,
EDEN-JOLOTE,se localiza a 20 km al Suroeste de la ciudad de Comalcalco,Tabasco,,,45,Cuencas del Sureste,1983,,Productor,,PEMEX,,,5594,5120,,4960,213,390.28,"Drene gravitacional, Capa de gas, Empuje hidraulico",40.35,73.19,1.6,9.2,1.05,37,,,,,Agujero entubado,33,7,,,,5,11,10,,,BN,
EL BURRO,"Se ubica en el estado de Veracruz, en el municipio de Agua Dulc",Veracruz,,,3,Cuencas del Sureste,1931,,Cerrado,,PEMEX,,,,,,,35.81,7.86,,1.858267,1.482039,,,,,,,,,,125,,,,,,,123,,,,
EL GOLPE,Se localiza a 34 km de la ciudad de Comalcalco.,Tabasco,18.32242285,-93.4341961,5.35,Cuencas del Sureste,1963,,Productor,CNH-M2-SANTUARIO-EL-GOLPE/2017,"PEMEX Exploracion y Produccion, y PETROFAC Mexico S.A. de C.V.",2042,1,2813,2885,,,96.8,108.6,Expansion de gas en solucion,21.6,,1.7,0.9,0.2,,"Inyeccion de agua, Inyeccion de gas",,,,Agujero entubado,144,11,,,,35,34,64,,,"BM, BN",
EL PLAN,"Se ubica 42 km al S 50 E de Coatzacoalcos, Veracruz, en el municipio de Las Choapas",Veracruz,,,13.09,Cuencas del Sureste,1931,,Cerrado,,PEMEX,,,,,,,162.51,32.12,,9.169143,5.826921,,,,,,,,,,331,,,,,,6,280,,,,
EL ROSARIO,Se ubica 36 km al Oeste de Huimanguillo,Tabasco,,,,Cuencas del Sureste,1967,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,,9,,,,,,,8,,,,
EL TIGRE,"Se ubica a 25 km al S 60 E de la Ciudad de Coatzacoalcos, en el municipio de Coatzacoalcos",Veracruz,,,0.06,Cuencas del Sureste,1970,,Cerrado,,PEMEX,,,,,,,0.09,0.12,,0.25103,0.219634,,,,,,,,,,3,,,,,,,1,,,,
ESCARBADO,"Se ubica a 32 km al oeste del municipio de Frontera, Tabasco",Tabasco,,,51,Cuencas del Sureste,1990,,Cerrado,A-0127-M - Campo Escarbado,PEMEX,2034,1,5590,4850,,,18,45,"Acuifero activo, Expansion roca-fluido",5.078,11.5,0,0,0,,,,,,"Agujero descubierto, agujero entubado",5,0,0,0,0,0,4,1,1,,,
ESPADANAL,"Se ubica a 13.5 km al suroeste de Frontera, Tabasco.",Tabasco,,,0.2,Cuencas del Sureste,1971,,Abandonado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,3,0,0,0,0,0,0,3,,,,
FENIX,se encuentra a 73 kilometros al suroeste de la ciudad de Villahermosa,Tabasco,,,50,Cuencas del Sureste,1979,,Cerrado,,PEMEX,,,,,,,,,Expansion roca-fluido,,,,,,,,,,,Agujero Entubado,10,,,,,,,,,,,
FILISOLA,"Se ubica 32 km al Sureste de Minatitlan, en el municipio de Minatitlan",Veracruz,,,2.16,Cuencas del Sureste,1907,,Cerrado,,PEMEX,,,,,,,26.84,1.28,,0.676594,0.393597,,,,,,,,,,96,,,,,,,56,,,,
FORTUNA NACIONAL,"Se localiza a 6 km al noroeste de la ciudad de Macuspana, Tabasco.",Tabasco,17.80100946,-92.61670356,10.5,Cuencas del Sureste,1949,,Cerrado,CNH-R01-L03-A09/2015,"Perseus Fortuna Nacional, S.A. de C.V.",2041,,,,,,,,,0.94,10.63,,,,,,,,,Agujero entubado,33,,,,,,,,,,,
GABANUDO,"Se ubica a 30 km al suroeste de Frontera, Tabasco.",Tabasco,,,,Cuencas del Sureste,1998,,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
GAUCHO,"Se localiza a 50 km al sureste de la ciudad de Villahermosa, Tabasco en el municipio de Pichucalco, Chiapas",Chiapas,17.58098106,-93.16083797,11.2,Cuencas del Sureste,1987,,Productor,A-0141-M - Campo Gaucho,PEMEX,2036,1,2650,2475,,,9.16,44.33,Expansion roca-fluido,2.5,17.5,0.349,0.324,0.162,14,,,,,Agujero entubado,10,2,0,0,0,0,0,2,,,BN MTC,
GIRALDAS,"Se localiza a 60 km al suroeste de la ciudad de Villahermosa, Tabasco","Chiapas, Tabasco",17.66593395,-93.38565977,35.6,Cuencas del Sureste,1978,,Productor,A-0144-M - Campo Giraldas,PEMEX,2037,1,5016,4570,,,175.8,1997.7,"Acuifero activo, Expansion roca-fluido",83.9,463.8,0.437,31.52,0.543,70,,,,,Agujero entubado,35,9,4,0,0,2,5,15,,,,
GUANAL,"Se ubica a 5 km del sureste de Ciudad PEMEX, Tabasco.",Tabasco,,,0.2,Cuencas del Sureste,1966,,Cerrado,,PEMEX,,,,,,,0,0,Expansion de casquete de gas,0,0,0,0,0,,,,,,Agujero entubado,3,0,0,0,0,0,1,2,,,,
GUARICHO,"Se localiza a 50 km al sureste de Agua Dulce, Veracruz",Tabasco,17.9304608,-93.76628741,12.1,Cuencas del Sureste,2003,,Productor,A-0145-M - Campo Guaricho,PEMEX,,2,,,,,43.34,37.52,Acuifero activo,17.177661,14.321466,2.626496247,3.166229872,2.811929397,,Inyeccion de agua,,,,Agujero entubado,35,12,0,,,3,12,0,,,,
GUIRO,"Se localiza a 16 km al noreste de Ciudad PEMEX, Tabasco.",Tabasco,17.95303327,-92.35324316,8.7,Cuencas del Sureste,1968,,Productor,CNH-R02-L02-A10-CS/2017,"Pantera Exploracion y Produccion 2.2, S.A.P.I. de C.V.",2047,1,,,,,,0.5,,,1.91,,,,,,,,,Agujero revestido,2,,,,,,,1,,,,
GURUMAL,"Se ubica en el municipio Agua Dulce, Veracruz",Veracruz,,,8,Cuencas del Sureste,1968,,Cerrado,-,PEMEX,,1,,,,,,0.96,,0.5,0.600349,,,,,,,,,Agujero entubado,2,,,,,,,1,,,,
HORMIGUERO,Se ubica aproximadamente a 28 km al noreste de Ciudad PEMEX,Tabasco,18.11850497,-92.38927861,29.5,Cuencas del Sureste,1959,1.3,Productor,A-0154 - Campo Hormiguero,PEMEX,,1,,,2072,,37.6,789.7,Expansion de gas,13.6,206.3,0,2.1,0,,,,,,Agujero entubado,56,10,0,0,0,3,20,23,,,,
IRIDE,"Se ubica a 13 km al noroeste de la ciudad de Villahermosa, en el municipio de Centro, Tabasco",Tabasco,,,37.4,Cuencas del Sureste,1974,,Productor,A-0159-M - Campo Iride,PEMEX,,1,4800,,3183,3800,508,986,Expansion roca-fluido - Gas disuelto ,77.3,123.7,5.58,87.898,3.81,200,Inyeccion de vapor a nivel terciario,,,,Agujero entubado,95,21,,,,13,31,30,66,,"BEC, BN, FL",
IRIS,"Se ubica a 50 km de Villahermosa, Tabasco y se localiza en Huimanguillo",Tabasco,,,14.7,Cuencas del Sureste,1979,,Cerrado,,PEMEX,,,,,,,18.55,145.44,Expansion roca-fluido,8.4,84,0,0,0,,,,,,Agujero entubado,14,0,0,0,0,0,7,7,,,,
IXHUATLAN,"Se ubica 15 km al Suroeste de Coatzacoalcos, en el municipio de Ixhuatlan",Veracruz,,,1.8,Cuencas del Sureste,1911,,Cerrado,,PEMEX,,,,,,,2.97,0.17,,0.48291,0.144448,,,,,,,,,,83,,,,,,,56,,,,
IXHUATLAN ORIENTE,"Se ubica 17 km al Sureste de Coatzacoalcos, en el municipio de Ixhuatlan",Veracruz,,,8.35,Cuencas del Sureste,1965,,Cerrado,,PEMEX,,,,,,,15.37,15.14,,2.126,3.04442,,,,,,,,,,54,,,,,,,43,,,,
JACINTO,"Se ubica a 45 km al suroeste de la ciudad de Villahermosa, Tabasco",Tabasco,17.90898311,-93.45245687,52,Cuencas del Sureste,1985,,Productor,A-0162-M - Campo Jacinto,PEMEX,,1,6360,5830,,5160,70.76,274.79,Empuje hidraulico,22.63,82,0.87,4.85,0.08,73,Inyeccion de gas,,,,Agujero entubado,20,3,,,,4,7,6,,,,
JIMBAL,"Se ubica a 8.3 km del sureste de Ciudad PEMEX, Tabasco.",Tabasco,,,1.6,Cuencas del Sureste,1970,,Cerrado,,PEMEX,,,,,,,0,0.18,Expansion de casquete de gas,0,2.6,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
JOSE COLOMO,"Se ubica a 8 km al noreste de Ciudad PEMEX, municipio Macuspana",Tabasco,17.96862555,-92.46975581,28.5,Cuencas del Sureste,1951,,Productor,A-0166-M - Campo Jose Colomo,PEMEX,2036,1,,,2236,,7.39,3001.5,Expansion de gas,2.2,373,0.075,7.46,0,,,,,,Agujero revestido,126,23,2,0,0,8,19,74,,,,
JUJO-TECOMINOACAN,"Se localiza a 73 km al sureste de la ciudad de Villahermosa, Tabasco",Tabasco,17.87838415,-93.51683809,73.99,Cuencas del Sureste,1980,,Productor,A-0168-M - Campo Jujo-Tecominoacan,PEMEX,,1,6456,5450,4450,5160,"1,188.68","1,659.06",Expansion de casquete de gas - Empuje por agua,205.72,244,9.89,59.22,8.4,,Inyeccion de N2,,60,,Agujero entubado,169,32,3,,,18,63,53,,,BN,
JUSPI,Se localiza a 45 km al suroeste de la ciudad de Villahermosa,Chiapas,17.83366792,-93.24036656,16.7,Cuencas del Sureste,1979,,Productor,A-0169-M - Campo Juspi,PEMEX,2036,1,5150,5090,,,11.65,73.4,"Acuifero activo, Expansion roca-fluido",8.7,42.8,0.031,0.404,0.075,25,Inyeccion de gas,,,,Agujero entubado,20,1,0,0,0,4,6,9,,,,
LA CENTRAL,"Se ubica aproximadamente a 68 km al sureste de Coatzacoalcos, Veracruz",Tabasco,17.91037958,-93.85762133,3,Cuencas del Sureste,1960,,Cerrado,AR-0471 - Campo La Central,PEMEX,,1,1325,,1056,1045,1.08,17.61,Expansion roca-fluido,0.6,5.31,0,0,0,,,,,,Agujero entubado,22,0,0,,,0,9,11,,,,
LA VENTA,"Se ubica 40 km al S 85 E de la ciudad de Coatzacoalcos, Ver., en el municipio de Huimanguillo",Tabasco,,,7.55,Cuencas del Sureste,1954,,Cerrado,,PEMEX,,,,,,,62.41,62.07,Expansion roca-fluido,14.249285,26.053812,,,,,,,,,,258,,,,,,,256,,,,
LACAMANGO,"Se ubica en la llanura costera del Golfo de Mexico a 25 km al sureste de Minatlan, Veracruz",Veracruz,17.91257827,-94.334963,7.4,Cuencas del Sureste,1965,1800,Productor,A-0187-M - Campo Lacamango,PEMEX,,1,1760,,,,32.45,52.69,"Acuifero activo, Expansion de gas",5.06597,8.831462,0.826333942,0.756879889,0.662811929,,"Inyeccion de agua, Inyeccion de gas",,,,Agujero entubado,50,8,0,,,4,18,13,,,BN,
LACANTUN,"Se localiza a 170 km al sureste de Ocosingo, Chiapas",Chiapas,,,45.7,Cuencas del Sureste,1990,,Cerrado,-,PEMEX,,1,,,,,0.02,0,,7,,0.067,2.4,,,,,,,Agujero entubado,3,0,0,0,0,0,0,3,,,,
LAGUNA ALEGRE,"Se ubica a 50 km al suroeste de Frontera, Tabasco.",Tabasco,,,6.9,Cuencas del Sureste,1965,,Cerrado,,PEMEX,,,,,1940,,0,0,Expansion de casquete de gas,0,0,0,0,0,,,,,,Agujero descubierto,2,0,0,0,0,0,1,1,,,,
LAGUNA NUEVA,"Se ubica aproximadamente a 53 km al S85W, del municipio de Huimanguillo",Tabasco,,,0.25,Cuencas del Sureste,1969,,Cerrado,,PEMEX,,,,,,,0,0.17,,,,,,,,,,,,,3,,,,,,,2,,,,
LOS SOLDADOS,"Se ubica 38 km al SE de la cd. de Coatzcoalcos, Veracruz y al NW de la cd. de Las Choapas, Veracruz","Tabasco, Veracruz",17.97106712,-94.1186184,56.78,Cuencas del Sureste,1953,,Productor,A-0195-M - Campo Los Soldados,PEMEX,,1,2552,,,,43.38,114.46,Acuifero activo,5.828,20.62176667,2.272671942,5.432767343,0.949685535,,,,,,Agujero entubado,145,19,0,,,12,17,65,,,BN,
LUNA PALAPA,"Se localiza geograficamente a 65 km al Noreste de la Ciudad de Villahermosa, en el municipio de Centla",Tabasco,18.43692478,-92.77121796,54,Cuencas del Sureste,1988,,Productor,"AE-0059-3M-Mezcalapa-09, A-0197-Campo Luna- Palapa",PEMEX,2034,1,,,5971,5130,128.7,709.4,"Acuifero activo, Expansion roca-fluido",39,45,0.967,7,0.895,,,,,,"Agujero descubierto, agujero entubado",44,4,0,0,0,2,12,26,2,,,
MACAYO,"Se encuentra dentro de la jurisdiccion politica del municipio de Moloacan Ver., aproximadamente a 31 km al SE de la Ciudad de Coatzacoalcos",Veracruz,,,,Cuencas del Sureste,1967,,Cerrado,,PEMEX,,,,,,,,,,0.074,0.077919,,,,,,,,,,4,,,,,,,2,,,,
MACUSPANA,Se ubica aproximadamente a 2.5 km al noreste de la ciudad de Macuspana,Tabasco,,,0.1,Cuencas del Sureste,2001,,Productor,-,PEMEX,,,,,,,,0.14,,,1.2,,0,0,,,,,,Agujero revestido,6,1,,,,,,5,,,,
MADREFIL,"localizado en la parte Suroeste del estado de Tabasco, aproximadamente a 17 km al Oeste franco del municipio de Comalcalco",Tabasco,,,33.3,Cuencas del Sureste,2009,,Productor,,PEMEX,,,6612,6416,,,38.88,59.45,Expansion roca-fluido - Gas disuelto ,23.21,36.15,12.09,18.25,2.82,119,,,,,Agujero Entubado,10,6,,,,3,,1,,,BN,
MAGALLANES TUCAN PAJONAL,"Se ubica a 50 km del oriente de la ciudad de Coatzacoalcos, Veracruz",Tabasco,18.14167206,-93.8891949,133.3,Cuencas del Sureste,1957,,Productor,AE-0395-M - Magallanes-Tucan-Pajonal,PETROFAC,,1,,,,,194.03,219.67,"Acuifero activo, Expansion de gas, Expansion roca-fluido",29.83834,36.033559,2.204436329,7.355066649,0.357915737,,Inyeccion de agua,,,,Agujero entubado,701,35,0,,,0,308,285,,,"BM, BN",
MALVA,Se ubica a 12 km al Suroeste de Pichucalco.,Chiapas,17.50701284,-93.22925536,3.9,Cuencas del Sureste,2004,,Productor,CNH-R01-L03-A11/2015,"Renaissance Oil Corp., S.A. de C.V.",2041,22,2710,2444,,,2.9,26.4,,2.44,19.25,0.27,1.9,,,,,,,,7,1,,,,1,1,1,,,,
MANGAR,"Se localiza a 53 km al noreste de Ciudad PEMEX, Tabasco",Tabasco,18.26858805,-92.18236276,3.7,Cuencas del Sureste,1965,0.5,Abandonado,-,PEMEX,,1,,,,,,0.5,,,1.91,,,,,,,,,Agujero entubado,3,0,0,0,0,0,0,3,,,,
MAYACASTE,"Se ubica a 19 km al noroeste de Comalcalco, Tabasco.","Tabasco, Veracruz",18.38704813,-93.36973653,22,Cuencas del Sureste,1987,,Desarrollo,CNH-R01-L03-A13/2015,"Mayacaste Oil & Gas, S.A.P.I. de C.V.",2041,,,,,,,,Expansion roca-fluido,,,,,,,,,,,Agujero descubierto,1,,,,,1,,,,,,
MECOACAN,"Se localiza a 20 km al noroeste de Comalcalco, Tabasco",Tabasco,,,9.38,Cuencas del Sureste,1958,,Cerrado,-,PEMEX,2029,,,,,,40.145,35.623,Expansion roca-fluido,12.268,,0,0,0,0,,,,,"Agujero descubierto, agujero entubado",86,79,,,,,7,86,,,,
